,REF,CANTIDAD,TOTAL,PRECIO_PROMEDIO,DESCUENTO_PROMEDIO,ITEM,DESCRIPCION,CATEGORIA,SUBCATEGORIA,VIGENCIA,ORIGEN,ESTILO,MATERIAL,ACABADO,PUESTOS,COLOR,ANCHO,ALTO,FONDO,DESC_LARGA,SUBCATEGORIA_POS,COLOR_POS,MATERIAL_POS
649,XA0383:00005:,115,33439741,524235.2260869565,0.4453254356641376,16935,MESA BAR ALDIS,COMEDORES,MESAS DE BAR,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,NEGRO,76.0,140.0,70.0,MESA BAR ALDIS 140X70 NG 2C,OTROS,NEGRO,MADERA LAMINADA
841,XA0742:00011:,115,34984411,581167.3652173913,0.4771474926992339,18474,MESA COMEDOR ESTHER,COMEDORES,MESAS DE 6P,LINEA,IMPORTADO,CLÁSICO,MDF,MATE,6.0,MIEL,150.0,75.0,90.0,MESA COMEDOR ESTHER 6P MIEL 2C,OTROS,MIEL,OTRO
1228,XZ0849:00024:,114,5997488,161856.20175438598,0.6182559893879609,5868,SILLA COMEDOR DALEY,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,ROJO,42.0,96.0,42.0,SILLA COMEDOR DALEY RJ,SILLAS DE COMEDOR,ROJO,SINTÉTICO
1246,XZ0897:00044:,113,68691484,1018990.8230088495,0.40563073319626297,6142,MESA COMEDOR JAIM,COMEDORES,MESAS DE 6P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CRISTAL/NEGRO,150.0,75.0,90.0,MESA COMEDOR JAIM CRISTAL DOBLE NG 2C,OTROS,OTRO,VIDRIO
857,XA0758:00029:,110,9397317,150074.3058419244,0.4264042008352519,18552,PUFF DAIMON,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,38.0,45.0,38.0,PUFF DAIMON 40CM TELA GR,PUFF,GRIS,MICROFIBRA
838,XA0739:00009:,109,8684700,161777.14226190475,0.47793119697806985,18463,SILLA COMEDOR SARIKA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,56.0,90.0,73.0,SILLA COMEDOR SARIKA CF,SILLAS DE COMEDOR,CAFE,SINTÉTICO
1044,XY0254:00005:,107,17049602,267958.7476635514,0.4024103968210689,2039,MESA CENTRO DOMINIQUE,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,90.0,45.0,50.0,MESA CENTRO DOMINIQUE NG 2C,MESAS DE CENTRO,NEGRO,VIDRIO
623,XA0345:00009:,107,55945785,1004711.9009900991,0.47905740842172784,16271,SILLA RECLINO KALERIN,SALAS Y SOFAS,RECLINABLES 1P,DESCONTINUADO,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,89.0,90.0,70.0,SILLA RECLINO KALERIN 1P CF,RECLINABLES 1P,CAFE,SINTÉTICO
990,XC0120:00002:,106,85587143,1470263.6634615385,0.4484600699512661,19188,COMEDOR ESTHER,COMEDORES,SET 4P,LINEA,IMPORTADO,CLÁSICO,MADERA LAMINADA,MATE,4.0,WENGUE,120.0,75.0,90.0,COMEDOR ESTHER CAOBA 4P,SET 4P,OTRO,MADERA LAMINADA
859,XA0789:00029:,106,8834205,141188.48333333334,0.3952787557841095,19032,SILLA AUX WATEKA,COMEDORES,SILLAS AUXILIARES,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,PLASTICO,TEXTURA SUAVE,1.0,GRIS,50.0,80.0,46.0,SILLA AUXILIAR WATEKA GR,SILLAS AUXILIARES,GRIS,OTRO
523,XA0080-1:00018:,105,91354136,1630859.8857142858,0.466514931356713,18394,BAR SET WRITU,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,CROMADO/NEGRO,90.0,90.0,90.0,BAR SET WRITU 90X90X90 4P CROM NG 4C,SET 4P,OTRO,VIDRIO
810,XA0711:00036:,104,102920291,1946112.0096153845,0.48699755415413964,18212,SOFA RECLINO TINAY,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,SINTÉTICO,SUPERFICIES MATES,3.0,BEIGE,205.0,100.0,80.0,SOFA RECLINO TINAY 3P BG,RECLINABLES,BEIGE,SINTÉTICO
858,XA0759:00046:,102,7965061,150321.47222222222,0.48174766734801294,18553,PUFF DAIMON,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,38.0,45.0,38.0,PUFF DAIMON 40CM TELA AZ,PUFF,AZUL,MICROFIBRA
890,XC0005:00029:,101,124211781,2042027.8631578947,0.3978996210623216,19090,SOFA RECLINO MACARIO,SALAS Y SOFAS,RECLINABLES,NOVEDAD,IMPORTADO,C+M - CLÁSICO + MODERNO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,190.0,105.0,95.0,SOFA RECLINO MACARIO 2P GR,RECLINABLES,GRIS,MICROFIBRA
813,XA0714:00036:,101,71115844,1386883.5833333333,0.4910429229077062,18213,SOFA RECLINO TINAY,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,2.0,BEIGE,205.0,100.0,80.0,SOFA RECLINO TINAY 2P BG,RECLINABLES,BEIGE,SINTÉTICO
665,XA0407:00181:,101,16201869,283883.2614942529,0.4186763340750766,16961,SILLA COMEDOR LAIS,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,AZUL/CAFE,44.0,78.0,50.0,SILLA COMEDOR LAIS AZ/CF,SILLAS DE COMEDOR,OTRO,SINTÉTICO
1154,XZ0505:00009:,100,9539734,166675.4736111111,0.3718730364364479,652,SILLA COMEDOR WASIMA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,45.0,95.0,45.0,SILLA COMEDOR WASIMA CF,SILLAS DE COMEDOR,CAFE,SINTÉTICO
244,D00538:00065:00065,100,70339696,1415285.6224489796,0.5023872144195445,18121,SOFA CAMA PALERMO,SALAS Y SOFAS,SOFA CAMA ABATIBLE,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,189.0,90.0,97.0,SOFA CAMA PALERMO,SOFA CAMA ABATIBLE,GRIS,MICROFIBRA
1125,XZ0364:00029:,98,6600012,338773.0632183908,0.8002554811867895,649,SILLA DULCINEA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,44.0,86.0,42.0,SILLA DULCINEA GR 2C,SILLAS DE COMEDOR,GRIS,MICROFIBRA
1171,XZ0590:00005:,97,6063897,289226.0465116279,0.7848832598282413,2118,MESA CENTRO JARETH,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,100.0,50.0,50.0,MESA CENTRO JARETH CON 2 PUFF NG 3C,MESAS DE CENTRO,NEGRO,VIDRIO
768,XA0670:00040:,97,62824051,1214603.6907216494,0.4688375539060566,17925,SET COMEDOR RUDY,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,6.0,GRIS,150.0,75.0,70.0,COMEDOR RUDY CRISTAL 6P GR/NG 3C,SET 6P,GRIS,VIDRIO
1158,XZ0529:00007:,96,8959950,207137.24193548388,0.5587508858036047,268,CONSOLA ESTEFANIA,COMEDORES,CONSOLAS,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,ACERO,90.0,75.0,30.0,CONSOLA ESTEFANIA ACERO 2C,OTROS,OTRO,VIDRIO
778,XA0679:00109:,96,35486453,539449.4891304348,0.21126678988951192,18146,SET COMEDOR MARVEN,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,4.0,NEGRO/BEIGE,90.0,76.0,90.0,COMEDOR MARVEN 4P SILLAS NG/BG 3C,SET 4P,OTRO,VIDRIO
714,XA0535:00065:,96,17977758,318248.7608346709,0.4029688017125556,17533,MESA CENTRO WEBER,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,METAL+MADERA,MATE,,BEIGE/NEGRO,110.0,45.0,60.0,MESA CENTRO WEBER CRISTAL 110*60 BE,MESAS DE CENTRO,OTRO,OTRO
1118,XZ0319:00005:,95,13781919,241497.98387096773,0.3976679564662459,2077,MESA AUXILIAR DOMINIQUE,SALAS Y SOFAS,MESAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,50.0,75.0,50.0,MESA AUXILIAR DOMINIQUE NG 2C,OTROS,NEGRO,VIDRIO
852,XA0753:00029:,95,70400833,1404334.2093023255,0.4686046087766406,18528,SOFA RECLINO TINAY,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,2.0,GRIS,205.0,100.0,80.0,SOFA RECLINO TINAY 2P GRIS,RECLINABLES,GRIS,SINTÉTICO
1200,XZ0716:00005:,93,15786195,679050.9462365592,0.7500278449500352,1615,MESA COMEDOR WARREN,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,80.0,75.0,80.0,MESA COMEDOR WARREN NG 2C,MESAS DE 4P,NEGRO,VIDRIO
524,XA0080:00018:,92,94397815,1734383.8804347827,0.4087582390611488,11545,BAR SET WRITU,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,CROMADO/NEGRO,90.0,90.0,90.0,BAR SET WRITU 90X90X90 4P CROM NG 4C,SET 4P,OTRO,VIDRIO
748,XA0584:00005:,91,21033249,411135.0879120879,0.4358994061285499,17609,MESA COMEDOR DECHEN,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,NEGRO,120.0,76.0,80.0,MESA COMEDOR DECHEN 120X80 NG 2C,MESAS DE 4P,NEGRO,MADERA LAMINADA
88,D00051:00103:00103,91,63646966,1246827.8722222222,0.43514478611554486,18570,SOFA DALIAN,SALAS Y SOFAS,SOFA 3P,NOVEDAD,MANUFACTURADO,CONTEMPORÁNEO,VELVET,TEXTILES SUAVES,3.0,GRIS,189.0,77.0,88.0,SOFA DALIAN 3P,SOFA 3P,GRIS,OTRO
794,XA0695:00012:,91,45685811,960319.3956043957,0.47147589835591347,18179,SET COMEDOR EDRIK,COMEDORES,SET 4P,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,BLANCO/NEGRO,150.0,75.0,70.0,COMEDOR EDRIK 4P BL/NG 2C,SET 4P,OTRO,MADERA LAMINADA
630,XA0370:00049:,91,6767382,168707.13513513515,0.52796191050941,16443,SILLA COMEDOR SLASH,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,VERDE,56.0,99.0,42.0,SILLA COMEDOR SLASH VD,SILLAS DE COMEDOR,OTRO,SINTÉTICO
1224,XZ0843:00043:,90,3755464,119383.82604166667,0.39311805701919167,6571,SILLA COMEDOR DALBERT,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE/BLANCO,46.0,89.0,54.0,SILLA COMEDOR DALBERT CF/BL LIQUIDACIÓN,SILLAS DE COMEDOR,OTRO,SINTÉTICO
776,XA0678:00183:,90,21304624,502291.2243902439,0.5190470789911384,18143,SET COMEDOR MARVIEN,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,4.0,BLANCO/BEIGE,60.0,75.0,60.0,COMEDOR MARVIEN 2 SILLAS BL/BG 3C,SET 4P,OTRO,VIDRIO
920,XC0036:00029:,90,54432611,1156787.7528735632,0.4306004164451664,19170,SOFA CAMA AMBO,SALAS Y SOFAS,SOFA CAMA ABATIBLE,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,185.0,80.0,95.0,SOFA CAMA AMBO GR,SOFA CAMA ABATIBLE,GRIS,MICROFIBRA
821,XA0722:00046:,88,7283113,145886.75,0.4011441210769225,18452,SILLA COMEDOR WARATA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,40.0,96.0,50.0,SILLA COMEDOR WARATA AZ,SILLAS DE COMEDOR,AZUL,MICROFIBRA
877,XA0807:00001:,88,11524735,237869.99019607843,0.4476502942371575,18609,MESA CENTRO LASSIA,SALAS Y SOFAS,MESAS DE CENTRO,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,,BLANCO,100.0,50.0,68.0,MESA CENTRO LASSIA SETX2 BL,MESAS DE CENTRO,BLANCO,MADERA LAMINADA
764,XA0667:00189:,88,24288118,470925.5402298851,0.4105507359841804,15995,MUEBLE PARA TV STANDFORD,SALAS Y SOFAS,CENTROS DE ENTRETENIMIENTO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,MADERA LAMINADA,MATE,,ROBLE,145.0,140.0,40.0,CENTRO ENTRET. STANDFORD ROBLE 2 COL,OTROS,OTRO,MADERA LAMINADA
851,XA0752:00029:,88,93977142,1990833.1666666667,0.4643680555734516,18527,SOFA RECLINO TINAY,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,SINTÉTICO,SUPERFICIES MATES,3.0,GRIS,205.0,100.0,80.0,SOFA RECLINO TINAY 3P GR,RECLINABLES,GRIS,SINTÉTICO
861,XA0791:00005:,88,7486643,137161.21614583334,0.3893003964291742,19034,SILLA AUX WATEKA,COMEDORES,SILLAS AUXILIARES,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,PLASTICO,TEXTURA SUAVE,1.0,NEGRO,50.0,80.0,46.0,SILLA AUXILIAR WATEKA NG,SILLAS AUXILIARES,NEGRO,OTRO
908,XC0023:00061:,87,12353099,247847.01807228915,0.4209998917290308,19270,STAND CADEN,ESTUDIO,ESTANTES,NOVEDAD,IMPORTADO,C+M - CLÁSICO + MODERNO,CHAPILLA LAMINADA,MATE,,CAFE/NEGRO,64.0,149.0,24.0,STAND CADEN-G CF/NG,OTROS,OTRO,OTRO
745,XA0581:00009:,87,19266516,382477.3793103448,0.4219220432074905,17606,MESA CENTRO DARYL,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,,CAFE,121.0,35.0,67.0,MESA CENTRO DARYL 121X67X35 CF,MESAS DE CENTRO,CAFE,MADERA LAMINADA
899,XC0014:00029:,86,75178873,1393876.3333333333,0.36313885527090095,19064,SOFA RECLINO TRUDY,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,130.0,100.0,92.0,SOFA RECLINO TRUDY 2P GR,RECLINABLES,GRIS,MICROFIBRA
312,D00915:00062:00062,86,63495153,1433437.0952380951,0.475996991231395,15017,SOFA TOTTI,SALAS Y SOFAS,SOFA 3P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,MORADO,187.0,82.0,80.0,SOFA TOTTI 3P,SOFA 3P,OTRO,MICROFIBRA
547,XA0162:00009:,86,5037392,110196.10681818183,0.4284629353173635,15240,SILLA COMEDOR WAAMIKA,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,40.0,96.0,50.0,SILLA COMEDOR WAAMIKA CF,SILLAS DE COMEDOR,CAFE,SINTÉTICO
1265,XZ0922:00062:,86,7878374,229022.41176470587,0.5999998458922449,10867,SILLA COMEDOR AGGIE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,BEIGE/CAFE,40.0,77.0,47.0,SILLA COMEDOR AGGIE BE/CF 2C,SILLAS DE COMEDOR,OTRO,MICROFIBRA
531,XA0101:00005:,86,6286135,256149.14666666667,0.7035488779805991,11596,SILLA COMEDOR DAMEK,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,40.0,77.0,47.0,SILLA COMEDOR DAMEK NG,SILLAS DE COMEDOR,NEGRO,MICROFIBRA
1252,XZ0905:00005:,85,27003514,621486.0120481928,0.4873504299004403,7369,CONSOLA JAIM,COMEDORES,CONSOLAS,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,120.0,79.0,50.0,CONSOLA JAIM CRISTAL DOBLADO NG 2C,OTROS,NEGRO,VIDRIO
1076,XY0979:00005:,85,23904459,503810.18823529413,0.43705937851583093,332,MESA COMEDOR LACEY,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,76.0,70.0,MESA COMEDOR LACEY NG 2C,MESAS DE 4P,NEGRO,VIDRIO
655,XA0394:00108:,85,10539794,225220.21212121213,0.44916577122645335,16985,SILLA AUXILIAR KAPIL,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,53.0,79.0,54.0,SILLA AUXILIAR KAPIL TELA NR - AM,SILLAS AUXILIARES,AMARILLO,MICROFIBRA
812,XA0713:00028:,85,10046378,183355.30952380953,0.3589551060247694,18385,MESA CENTRO AIKEN,SALAS Y SOFAS,MESAS DE CENTRO,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,,NEGRO/CAFE,48.5,40.0,48.5,MESA CENTRO AIKEN 48.5X48.5X40 NG/CF 2C,MESAS DE CENTRO,OTRO,MADERA LAMINADA
942,XC0065:00009:,85,10397832,208913.44999999998,0.402192554002325,19458,SILLA COMEDOR WENDIA,COMEDORES,SILLAS DE COMEDOR,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,43.0,86.0,50.0,SILLA COMEDOR WENDIA TELA CF,SILLAS DE COMEDOR,CAFE,MICROFIBRA
789,XA0690:00005:,84,32852728,661098.9761904762,0.4067840650322158,18198,MESA EXTENSION RAEKA,COMEDORES,MESAS DE EXTENSIÓN,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,NEGRO,170.0,75.0,100.0,MESA EXTENSION RAEKA 110*170 CRIS NG,OTROS,NEGRO,VIDRIO
989,XC0119:00011:,84,58153301,1303721.7650602409,0.45573793945135466,19184,COMEDOR EINAR,COMEDORES,SET 4P,LINEA,IMPORTADO,CLÁSICO,MADERA LAMINADA,MATE,4.0,MIEL,120.0,75.0,90.0,COMEDOR EINAR CAOBA SILLAS MIEL 4P,SET 4P,MIEL,MADERA LAMINADA
669,XA0412:00026:,83,36223430,762019.4362139918,0.42560902644576803,16945,MESA COMEDOR RINA,COMEDORES,MESAS DE 6P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CRISTAL,150.0,75.0,90.0,MESA COMEDOR RINA 150X90 CRISTAL 2C,OTROS,CRISTAL,VIDRIO
540,XA0153:00044:,82,31658749,641979.6463414634,0.33414662204990375,15223,SET COMEDOR AVATA,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CRISTAL/NEGRO,140.0,75.0,80.0,COMEDOR AVATA 140X80X75 6P CRIS NG 3C,SET 6P,OTRO,VIDRIO
865,XA0795:00046:,82,10878435,228111.32175925924,0.4110210832975278,19035,SILLA AUXILIAR SASHENA,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,PLASTICO,TEXTURA SUAVE,1.0,AZUL,57.0,83.0,45.0,SILLA AUXILIAR SASHENA AZ,SILLAS AUXILIARES,AZUL,OTRO
588,XA0247:00005:,82,32420452,933014.0185185185,0.5760072231168492,15197,COMEDOR MORTON,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,NEGRO,100.0,75.0,80.0,COMEDOR MORTON 130X80X75 4P NG 4C,SET 4P,NEGRO,MADERA LAMINADA
566,XA0188:00009:,82,38215455,807695.2954990215,0.36035613927534055,14324,SILLA RECLINO WAHEEB,SALAS Y SOFAS,RECLINABLES 1P,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,89.0,70.0,90.0,SILLA RECLINO WAHEEB CF,RECLINABLES 1P,CAFE,SINTÉTICO
1034,XY0083:00036:,81,4769732,91843.83974358975,0.20000009121721082,7623,SILLA COMEDOR AVAT,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,BEIGE,41.0,90.0,41.0,SILLA COMEDOR AVAT BE LIQUIDACIÓN,SILLAS DE COMEDOR,BEIGE,SINTÉTICO
323,D00935:00051:00051,80,22135477,569456.0384615385,0.5130909093580589,16323,SOFA CAMA SITTON,SALAS Y SOFAS,SOFA CAMA ABATIBLE,LINEA,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAMEL,184.0,82.0,91.0,SOFA CAMA SITTON,SOFA CAMA ABATIBLE,OTRO,MICROFIBRA
476,D01318:00115:00115,80,25060718,543152.6115819209,0.4073708383783863,15065,SILLA ZAGROS,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,70.0,76.0,77.0,SILLA ZAGROS,POLTRONAS,CAFE,MICROFIBRA
926,XC0043:00042:,80,34547293,884035.5253164558,0.5071744483919222,19249,SET COMEDOR DOTT,COMEDORES,SET 4P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,CHAPILLA LAMINADA,MATE,4.0,NEGRO/GRIS,120.0,5.0,75.0,COMEDOR DOTT 4P MADERA CLARO NG/GR,SET 4P,OTRO,OTRO
662,XA0404:00005:,79,47108311,1208651.8101265824,0.49470986449489024,16975,SET COMEDOR WEANER,COMEDORES,SET 6P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,NEGRO,150.0,76.0,90.0,COMEDOR WEANER CRISTAL 150*90 6P NG 3C,SET 6P,NEGRO,VIDRIO
772,XA0674:00029:,79,37122069,889201.0126582278,0.47017971798673625,18041,SILLA RECLINO JACOMO,SALAS Y SOFAS,RECLINABLES 1P,DESCONTINUADO,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,GRIS,88.0,105.0,99.0,SILLA RECLINO JACOMO GR,RECLINABLES 1P,GRIS,SINTÉTICO
84,D00050:00103:00103,79,50705987,1153266.2466666666,0.4340668756168884,18569,SOFA DALIAN,SALAS Y SOFAS,SOFA 2P,NOVEDAD,MANUFACTURADO,CONTEMPORÁNEO,VELVET,TEXTILES SUAVES,2.0,GRIS,159.0,77.0,87.0,SOFA DALIAN 2P,SOFA 2P,GRIS,OTRO
246,D00538:00113:00113,79,59568338,1467792.8636363635,0.4792897439822446,18121,SOFA CAMA PALERMO,SALAS Y SOFAS,SOFA CAMA ABATIBLE,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,189.0,90.0,97.0,SOFA CAMA PALERMO,SOFA CAMA ABATIBLE,CAFE,MICROFIBRA
604,XA0266:00046:,78,8245312,223503.85833333334,0.5065119454643409,15355,SILLA COMEDOR DEE,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,44.0,78.0,50.0,SILLA COMEDOR DEE AZ,SILLAS DE COMEDOR,AZUL,MICROFIBRA
1084,XZ0106:00005:,77,6733743,322658.75,0.7264364364852383,262,CONSOLA LACEY,COMEDORES,CONSOLAS,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,60.0,80.0,40.0,CONSOLA LACEY NG 2C,OTROS,NEGRO,VIDRIO
720,XA0541:00026:,77,26760262,607865.4285714285,0.42190035884315896,17470,MESA COMEDOR SILAS,COMEDORES,MESAS DE 6P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CRISTAL,180.0,75.0,140.0,MESA COMEDOR SILAS-G 140X180 CRISTAL 2C,OTROS,CRISTAL,VIDRIO
771,XA0673:00001:,77,25271660,715601.446969697,0.5241254921844929,18040,SILLA RECLINO JAASIEL,SALAS Y SOFAS,RECLINABLES 1P,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,89.0,90.0,70.0,SILLA RECLINO JAASIEL CUERINA BL,RECLINABLES 1P,BLANCO,SINTÉTICO
532,XA0102:00001:,77,7117977,242191.84166666667,0.5895835013781122,11597,SILLA COMEDOR DAMEK,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,BLANCO,40.0,77.0,47.0,SILLA COMEDOR DAMEK BL ,SILLAS DE COMEDOR,BLANCO,MICROFIBRA
475,D01318:00103:00103,76,22282754,524287.70634920633,0.4415868432508436,15065,SILLA ZAGROS,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,70.0,76.0,77.0,SILLA ZAGROS,POLTRONAS,GRIS,MICROFIBRA
631,XA0371:00082:,76,7456617,164061.93209876545,0.394444263843963,16444,SILLA COMEDOR SLASH,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,MORADO,56.0,99.0,42.0,SILLA COMEDOR SLASH MR,SILLAS DE COMEDOR,OTRO,SINTÉTICO
1251,XZ0904:00005:,76,22940768,576453.6052631579,0.4767583345752658,7345,MESA CENTRO JAIM,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,120.0,45.0,65.0,MESA CENTRO JAIM CRISTAL DOBLADO NG 2C,MESAS DE CENTRO,NEGRO,VIDRIO
