,ITEM,REF,DESCRIPCION,CATEGORIA,SUBCATEGORIA,VIGENCIA,ORIGEN,ESTILO,MATERIAL,ACABADO,PUESTOS,COLOR,ANCHO,ALTO,FONDO,DESC_LARGA,SUBCATEGORIA_POS,COLOR_POS,MATERIAL_POS
669,16945,XA0412:00026:,MESA COMEDOR RINA,COMEDORES,MESAS DE 6P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CRISTAL,150.0,75.0,90.0,MESA COMEDOR RINA 150X90 CRISTAL 2C,OTROS,CRISTAL,VIDRIO
670,16948,XA0413:00026:,CONSOLA RINA,COMEDORES,CONSOLAS,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,CRISTAL,35.0,40.0,70.0,CONSOLA RINA CRISTAL TEMPLADO 10MM 2C,OTROS,CRISTAL,VIDRIO
671,16951,XA0414:00026:,MESA CENTRO RINA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,CRISTAL,90.0,35.0,50.0,MESA CENTRO RINA 90X50 CRISTAL TEM 2C,MESAS DE CENTRO,CRISTAL,VIDRIO
672,16954,XA0415:00026:,MESA CENTRO RENEE,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,CRISTAL,110.0,45.0,55.0,MESA CENTRO RENEE 110X55 CRISTAL 5MM 2C,MESAS DE CENTRO,CRISTAL,VIDRIO
673,16957,XA0416:00040:,SET COMEDOR RUDY,COMEDORES,SET 4P,LINEA,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,4.0,GRIS,120.0,75.0,70.0,COMEDOR RUDY CRISTAL 4P GR/NG 3C,SET 4P,GRIS,VIDRIO
674,17397,XA0418:00066:,  MESA COMEDOR DAREAU,COMEDORES,MESAS DE 6P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CAFE,120.0,74.0,70.0,MESA COMEDOR DAREAU CF 2C,OTROS,CAFE,VIDRIO
675,17400,XA0419:00046:,MESA CENTRO DARCELL,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,,AZUL,120.0,50.0,60.0,MESA CENTRO DARCELL AZ 2C LIQUIDACIÓN,MESAS DE CENTRO,AZUL,VIDRIO
676,17644,XA0423:00024:,PUFF LEBEN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,ROJO,30.0,40.0,30.0,PUFF LEBEN PATAS NATURAL RJ LIQUIDACIÓN,PUFF,ROJO,MICROFIBRA
677,17645,XA0424:00005:,PUFF LEBEN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,30.0,40.0,30.0,PUFF LEBEN PATAS NATURAL NG,PUFF,NEGRO,MICROFIBRA
678,17646,XA0425:00050:,PUFF LEAL,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NARANJA,30.0,40.0,30.0,PUFF LEAL PATAS HIERRO NR LIQUIDACIÓN,PUFF,OTRO,MICROFIBRA
679,17647,XA0426:00005:,PUFF LEAL,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,30.0,40.0,30.0,PUFF LEAL PATAS HIERRO NG LIQUIDACIÓN,PUFF,NEGRO,MICROFIBRA
680,17655,XA0428:00050:,PUFF LAVY,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NARANJA,30.0,40.0,30.0,PUFF LAVY PATAS NATURAL NR LIQUIDACIÓN,PUFF,OTRO,MICROFIBRA
681,17656,XA0429:00009:,PUFF LAVY,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,30.0,40.0,30.0,PUFF LAVY PATAS NATURAL CF LIQUIDACIÓN,PUFF,CAFE,MICROFIBRA
682,17658,XA0431:00005:,PUFF LAVY,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,30.0,40.0,30.0,PUFF LAVY PATAS NATURAL NG LIQUIDACIÓN,PUFF,NEGRO,MICROFIBRA
683,17659,XA0432:00005:,PUFF LACO,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,30.0,40.0,30.0,PUFF LACO PELUZA NG,PUFF,NEGRO,MICROFIBRA
684,17660,XA0433:00001:,PUFF LACO,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,BLANCO,30.0,40.0,30.0,PUFF LACO PELUZA BL,PUFF,BLANCO,MICROFIBRA
685,17661,XA0434:00050:,PUFF LAMAN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NARANJA,30.0,40.0,30.0,PUFF LAMAN PATAS NATURAL NR LIQUIDACIÓN,PUFF,OTRO,MICROFIBRA
686,17662,XA0435:00009:,PUFF LAMAN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,30.0,40.0,30.0,PUFF LAMAN PATAS NATURAL CF LIQUIDACIÓN,PUFF,CAFE,MICROFIBRA
687,17663,XA0436:00024:,PUFF LAMAN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,ROJO,30.0,40.0,30.0,PUFF LAMAN PATAS NATURAL RJ LIQUIDACIÓN,PUFF,ROJO,MICROFIBRA
688,17664,XA0437:00005:,PUFF LAMAN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,30.0,40.0,30.0,PUFF LAMAN PATAS NATURAL NG LIQUIDACIÓN,PUFF,NEGRO,MICROFIBRA
689,17665,XA0438:00050:,PUFF LAYAN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NARANJA,30.0,40.0,30.0,PUFF LAYAN PATAS NATURAL NR LIQUIDACIÓN,PUFF,OTRO,MICROFIBRA
690,17666,XA0439:00009:,PUFF LAYAN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,30.0,40.0,30.0,PUFF LAYAN PATAS NATURAL CF,PUFF,CAFE,MICROFIBRA
691,17667,XA0440:00005:,PUFF LAYAN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,30.0,40.0,30.0,PUFF LAYAN PATAS NATURAL NG LIQUIDACIÓN,PUFF,NEGRO,MICROFIBRA
692,17676,XA0447:00050:,PUFF LARUS,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NARANJA,30.0,40.0,30.0,PUFF LARUS PATAS NATURAL NR LIQUIDACIÓN,PUFF,OTRO,MICROFIBRA
693,17677,XA0448:00009:,PUFF LARUS,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,30.0,40.0,30.0,PUFF LARUS PATAS NATURAL CF LIQUIDACIÓN,PUFF,CAFE,MICROFIBRA
694,17678,XA0449:00024:,PUFF LARUS,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,ROJO,30.0,40.0,30.0,PUFF LARUS PATAS NATURAL RJ LIQUIDACIÓN,PUFF,ROJO,MICROFIBRA
695,17679,XA0450:00005:,PUFF LARUS,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,30.0,40.0,30.0,PUFF LARUS PATAS NATURAL NG LIQUIDACIÓN,PUFF,NEGRO,MICROFIBRA
696,17668,XA0451:00024:,PUFF LAYAN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,ROJO,30.0,40.0,30.0,PUFF LAYAN PATAS NATURAL RJ LIQUIDACIÓN,PUFF,ROJO,MICROFIBRA
697,17156,XA0514:00005:,MESA DE COMPUTADOR TEREZA,SALAS Y SOFAS,ESCRITORIOS,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,113.0,47.0,54.0,MESA COMPUTADOR TEREZA 113X54 NG,OTROS,NEGRO,VIDRIO
698,17157,XA0515:00001:,MESA DE COMPUTADOR TEREZA,SALAS Y SOFAS,ESCRITORIOS,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,BLANCO,113.0,47.0,54.0,MESA COMPUTADOR TEREZA 113X54 BL,OTROS,BLANCO,VIDRIO
699,17158,XA0516:00005:,MESA DE COMPUTADOR TEREZA,SALAS Y SOFAS,ESCRITORIOS,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,120.0,70.0,50.0,MESA COMPUTADOR TEREZAX 80X50 NG,OTROS,NEGRO,VIDRIO
700,17159,XA0517:00001:,MESA DE COMPUTADOR TEREZA,SALAS Y SOFAS,ESCRITORIOS,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,BLANCO,80.0,47.0,50.0,MESA COMPUTADOR TEREZAX 80X50 BL,OTROS,BLANCO,VIDRIO
701,17216,XA0518:00005:,SET COMEDOR WAGNER,COMEDORES,SET 6P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,NEGRO,150.0,75.0,70.0,COMEDOR WAGNER 6P NG 3C,SET 6P,NEGRO,VIDRIO
702,17220,XA0519:00001:,SET COMEDOR WAGNER,COMEDORES,SET 6P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,BLANCO,150.0,75.0,70.0,COMEDOR WAGNER 6P BL 3C,SET 6P,BLANCO,VIDRIO
703,17224,XA0520:00009:,SET COMEDOR WAGNER,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CAFE,150.0,75.0,70.0,COMEDOR WAGNER 6P CF 3C,SET 6P,CAFE,VIDRIO
704,17197,XA0525:00005:,SOFA RECLINO WEBB,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,SINTÉTICO,SUPERFICIES MATES,3.0,NEGRO,200.0,100.0,90.0,SOFA RECLINO WEBB 3P NG,RECLINABLES,NEGRO,SINTÉTICO
705,17198,XA0526:00009:,SOFA RECLINO WEBB,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,SINTÉTICO,SUPERFICIES MATES,3.0,CAFE,200.0,100.0,90.0,SOFA RECLINO WEBB 3P CF,RECLINABLES,CAFE,SINTÉTICO
706,17199,XA0527:00001:,SOFA RECLINO WEBB,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,SINTÉTICO,SUPERFICIES MATES,3.0,BLANCO,200.0,100.0,90.0,SOFA RECLINO WEBB 3P BL,RECLINABLES,BLANCO,SINTÉTICO
707,17200,XA0528:00005:,SOFA RECLINO WEBB,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,SINTÉTICO,SUPERFICIES MATES,2.0,NEGRO,145.0,100.0,90.0,SOFA RECLINO WEBB 2P NG,RECLINABLES,NEGRO,SINTÉTICO
708,17201,XA0529:00009:,SOFA RECLINO WEBB,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,SINTÉTICO,SUPERFICIES MATES,2.0,CAFE,145.0,100.0,90.0,SOFA RECLINO WEBB 2P CF,RECLINABLES,CAFE,SINTÉTICO
709,17202,XA0530:00001:,SOFA RECLINO WEBB,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,2.0,BLANCO,145.0,100.0,90.0,SOFA RECLINO WEBB 2P BL,RECLINABLES,BLANCO,SINTÉTICO
710,17203,XA0531:00005:,SALA RECLINO ESQUINERO WEBERRA,SALAS Y SOFAS,MODULARES,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,7.0,NEGRO,370.0,97.0,76.0,SALA RECLINO ESQUINERO WEBERRA NG 3C,OTROS,NEGRO,SINTÉTICO
711,17207,XA0532:00009:,SALA RECLINO ESQUINERO WEBERRA,SALAS Y SOFAS,MODULARES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,SINTÉTICO,TEXTILES SUAVES,7.0,CAFE,370.0,97.0,76.0,SALA RECLINO ESQUINERO WEBERRA CF 3C,OTROS,CAFE,SINTÉTICO
712,17527,XA0533:00040:,SET COMEDOR WEBER,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,METAL + VIDRIO,BRILLANTE,4.0,GRIS,120.0,75.0,70.0,COMEDOR WEBER 120*70 4P GR/NG 2C,SET 4P,GRIS,METAL + VIDRIO
713,17530,XA0534:00040:,SET COMEDOR WEBER,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,METAL + VIDRIO,BRILLANTE,6.0,GRIS,140.0,75.0,80.0,COMEDOR WEBER 140*80 6P GR/NG 2C,SET 6P,GRIS,METAL + VIDRIO
714,17533,XA0535:00065:,MESA CENTRO WEBER,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,METAL+MADERA,MATE,,BEIGE/NEGRO,110.0,45.0,60.0,MESA CENTRO WEBER CRISTAL 110*60 BE,MESAS DE CENTRO,OTRO,OTRO
715,17618,XA0536:00065:,MESA AUXILIAR WEBER,SALAS Y SOFAS,MESAS AUXILIARES,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,BEIGE/NEGRO,50.0,45.0,50.0,MESA AUXILIAR WEBER CRISTAL 50X50 BE,OTROS,OTRO,OTRO
716,17619,XA0537:00065:,CONSOLA WEBER,COMEDORES,CONSOLAS,LINEA,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,,BEIGE/NEGRO,120.0,100.0,45.0,CONSOLA WEBER CRISTAL 120X45 BE,OTROS,OTRO,VIDRIO
717,17534,XA0538:00061:,COMEDOR WIDIAD,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,6.0,CAFE/NEGRO,140.0,75.0,80.0,COMEDOR WIDIAD 140*80 6P CF/NG 3C,SET 6P,OTRO,MADERA LAMINADA
718,17620,XA0539:00061:,COMEDOR WIDIAD,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MDF,MATE,4.0,CAFE/NEGRO,120.0,75.0,70.0,COMEDOR WIDIAD 120X70 4P CF/NG 3C,SET 4P,OTRO,OTRO
719,17543,XA0540:00026:,MESA EXT. CAPRICE,COMEDORES,MESAS DE EXTENSIÓN,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CRISTAL,150.0,75.0,90.0,MESA EXTENSION CAPRICE CRISTAL AR 2C,OTROS,CRISTAL,VIDRIO
720,17470,XA0541:00026:,MESA COMEDOR SILAS,COMEDORES,MESAS DE 6P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CRISTAL,180.0,75.0,140.0,MESA COMEDOR SILAS-G 140X180 CRISTAL 2C,OTROS,CRISTAL,VIDRIO
721,17473,XA0542:00026:,MESA COMEDOR SILAS,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,CRISTAL,120.0,76.0,70.0,MESA COMEDOR SILAS-P 120X70 CRISTAL 2C,MESAS DE 4P,CRISTAL,VIDRIO
722,17476,XA0543:00183:,BIFET SKEET,COMEDORES,BIFFET,LINEA,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,BLANCO/BEIGE,90.0,70.0,40.0,BIFET SKEET 100X40X82 BL/BE,OTROS,OTRO,MADERA LAMINADA
723,17477,XA0544:00075:,CONSOLA SORAYA,COMEDORES,CONSOLAS,DESCONTINUADO,IMPORTADO,CLÁSICO,VIDRIO,BRILLANTE,,BLANCO/CRISTAL,80.0,90.0,50.0,CONSOLA SORAYA CRISTAL 120X40 BL 2C,OTROS,OTRO,VIDRIO
724,17480,XA0545:00075:,MESA CTRO SORAYA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,BLANCO/CRISTAL,100.0,40.0,40.0,MESA CENTRO SORAYA CRISTAL 95X55 BL 2C,MESAS DE CENTRO,OTRO,VIDRIO
725,17483,XA0546:00001:, MESA CENTRO SORAIDA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,BLANCO,80.0,40.0,80.0,MESA CENTRO SORAIDA BL 2C LIQUIDACIÓN,MESAS DE CENTRO,BLANCO,VIDRIO
726,17829,XA0547:00005:,COMEDOR ABNER,COMEDORES,SET 4P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,4.0,NEGRO,120.0,75.0,70.0,COMEDOR ABNER 120X70 4P NG 3C,SET 4P,NEGRO,METAL + VIDRIO
727,17833,XA0548:00005:,COMEDOR ABNER,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,NEGRO,130.0,75.0,80.0,COMEDOR ABNER 140X80 6P NG 3C,SET 6P,NEGRO,VIDRIO
728,17837,XA0549:00029:,COMEDOR ACHILES,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,6.0,GRIS,130.0,75.0,80.0,COMEDOR ACHILES 140X80 6P GR 3C,SET 6P,GRIS,MADERA LAMINADA
729,17624,XA0550:00029:,COMEDOR ALEXE,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,GRIS,130.0,75.0,80.0,COMEDOR ALEXE 130X80 6P GR 3C,SET 6P,GRIS,VIDRIO
730,17628,XA0551:00029:,COMEDOR ALEXE,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,GRIS,120.0,75.0,70.0,COMEDOR ALEXE 120X70 4P GR 3C,SET 4P,GRIS,VIDRIO
731,17632,XA0552:00022:,MESA CENTRO ALETHEA,SALAS Y SOFAS,MESAS DE CENTRO,NOVEDAD,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,CRISTAL,100.0,55.0,45.0,MESA CENTRO ALETHEA OVALADA 2C,MESAS DE CENTRO,CRISTAL,VIDRIO
732,17841,XA0553:00013:,COMEDOR ALFRED,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,ROJO,120.0,75.0,70.0,COMEDOR ALFRED 4P RJ/NG 3C,SET 4P,ROJO,VIDRIO
733,17635,XA0554:00014:,COMEDOR ALLARD,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,CHAPILLA LAMINADA,MATE,4.0,MARMOL,120.0,76.0,80.0,COMEDOR ALLARD MARMOL 120X80 4P NG 3C,SET 4P,OTRO,OTRO
734,17639,XA0555:00014:,COMEDOR ALLARD,COMEDORES,SET 6P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,MARMOL,140.0,76.0,80.0,COMEDOR ALLARD MARMOL 140X80  6P NG 3C,SET 6P,OTRO,VIDRIO
735,17612,XA0566:00009:,MESA COMEDOR CAPRIE,COMEDORES,MESAS DE 4P,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,CAFE,120.0,76.0,70.0,MESA COMEDOR CAPRIE PTA MAD 120X70 CF 2C,MESAS DE 4P,CAFE,MADERA LAMINADA
736,15987,XA0572:00188:, MESA CENTRO MAYA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,GRIS,110.0,45.0,55.0,MESA CENTRO MAYA 110X55 GR/VD,MESAS DE CENTRO,GRIS,VIDRIO
737,15988,XA0573:00029:,MESA CENTRO ADA,SALAS Y SOFAS,MESAS DE CENTRO,NOVEDAD,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,GRIS,100.0,50.0,50.0,MESA CENTRO ADA 110X55 GR 2C,MESAS DE CENTRO,GRIS,VIDRIO
738,15991,XA0574:00002:,COMEDOR BAR NICKO,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,3.0,WENGUE,160.0,75.0,160.0,COMEDOR BAR NICKO 160X160 3P WG 2C,SET 4P,OTRO,VIDRIO
739,15973,XA0575:00186:,CAMA JABARI,ALCOBAS,CAMA DOBLE,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,MATE,2.0,BEIGE/NEGRO,190.0,100.0,190.0,CAMA JABARI 140X190 BE/WG 2C,OTROS,OTRO,MICROFIBRA
740,15976,XA0576:00187:,CAMA JABARI,ALCOBAS,CAMA DOBLE,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,MATE,2.0,GRIS,190.0,100.0,190.0,CAMA JABARI 140X190 GR/WG 2C,OTROS,GRIS,MICROFIBRA
741,15979,XA0577:00092:,CAMA JALAL,ALCOBAS,CAMA DOBLE,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,MATE,2.0,GRIS,190.0,100.0,190.0,CAMA JALAL 140X190 GR/CLARO 2C,OTROS,GRIS,MICROFIBRA
742,15982,XA0578:00187:,CAMA JALAL,ALCOBAS,CAMA DOBLE,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,MATE,2.0,GRIS,190.0,100.0,190.0,CAMA JALAL 140X190 GR/OSCURO 2C,OTROS,GRIS,MICROFIBRA
743,15985,XA0579:00186:,MESA DE NOCHE JABARI,ALCOBAS,MESAS DE NOCHE,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,BEIGE/NEGRO,52.0,54.0,42.0,MESA DE NOCHE JABARI BE/WG,OTROS,OTRO,MADERA LAMINADA
744,15986,XA0580:00187:,MESA DE NOCHE JABARI,ALCOBAS,MESAS DE NOCHE,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,GRIS,41.5,35.0,40.5,MESA DE NOCHE JABARI GR/WG,OTROS,GRIS,MADERA LAMINADA
745,17606,XA0581:00009:,MESA CENTRO DARYL,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,,CAFE,121.0,35.0,67.0,MESA CENTRO DARYL 121X67X35 CF,MESAS DE CENTRO,CAFE,MADERA LAMINADA
746,17607,XA0582:00005:,MESA AUXILIAR DAVENEY,SALAS Y SOFAS,MESAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,45.0,45.0,45.0,MESA AUXILIAR DAVENEY 45X45 NG,OTROS,NEGRO,VIDRIO
747,17608,XA0583:00005:,MESA CENTRO DAVINIA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,100.0,50.0,50.0,MESA CENTRO DAVINA 65X65 NG,MESAS DE CENTRO,NEGRO,VIDRIO
748,17609,XA0584:00005:,MESA COMEDOR DECHEN,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,NEGRO,120.0,76.0,80.0,MESA COMEDOR DECHEN 120X80 NG 2C,MESAS DE 4P,NEGRO,MADERA LAMINADA
749,17735,XA0590:00108:,SALA EN L DREAM,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,AMARILLO,219.0,87.0,152.0,SALA EN L EBRAM AM,OTROS,AMARILLO,MICROFIBRA
750,17801,XA0595:00023:,SALA EN L FARIFAX,SALAS Y SOFAS,SALA EN L,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,219.0,87.0,152.0,SALA EN L FAIRFAX REVERSIBLE GR/CF,OTROS,CAFE,MICROFIBRA
751,17898,XA0609:00036:,SILLA RECLINABLE DREAMER ELECTRICA,SALAS Y SOFAS,RECLINABLES 1P,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,BEIGE,97.0,100.0,91.0,SILLA RECLINABLE DREAMER ELECTRICA BE,RECLINABLES 1P,BEIGE,SINTÉTICO
752,17899,XA0640:00046:,SILLA RECLINO SHAWN,SALAS Y SOFAS,RECLINABLES 1P,DESCONTINUADO,IMPORTADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,89.0,90.0,70.0,SILLA RECLINO SHAWN AZ,RECLINABLES 1P,AZUL,MICROFIBRA
753,17900,XA0641:00066:,SILLA RECLINO SHAWN,SALAS Y SOFAS,RECLINABLES 1P,DESCONTINUADO,IMPORTADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,89.0,90.0,70.0,SILLA RECLINO SHAWN CF,RECLINABLES 1P,CAFE,MICROFIBRA
754,17901,XA0642:00066:,SILLA RECLINO STAN,SALAS Y SOFAS,RECLINABLES 1P,DESCONTINUADO,IMPORTADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,94.0,100.0,90.0,SILLA RECLINO STAN LEVANTADORA ELEC CF,RECLINABLES 1P,CAFE,MICROFIBRA
755,16012,XA0643:00009:,SALA EN L LAMAR,SALAS Y SOFAS,MODULARES,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,226.0,126.0,90.0,SALA EN L LAMAR CON 2 RECLINO CF 3C,OTROS,CAFE,MICROFIBRA
756,16003,XA0645:00009:,SET COMEDOR CARLSON,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,METAL + VIDRIO,BRILLANTE,4.0,CAFE,120.0,76.0,70.0,COMEDOR CARLSON ROBLE TELA 4P CF 3C,SET 4P,CAFE,METAL + VIDRIO
